NCBI_virus_name|Virus.GENBANK.accession|NCBI_host
Sewage-associated_circular_DNA_virus-26_isolate_SaCV-26_NZ-BS4339-2012,_complete_genome_|NC_026270.1|
Sewage-associated_circular_DNA_virus-27_isolate_SaCV-27_NZ-BS4103-2012,_complete_genome_|NC_026271.1|
Trifolium-associated_circular_DNA_virus_1_isolate_TasCV-1_FR34-34-Cam,_complete_genome_|NC_026272.1|Trifolium_resupinatum
Sewage-associated_circular_DNA_virus-28_isolate_SaCV-28_NZ-BS4064a-2012,_complete_genome_|NC_026273.1|
Sewage-associated_circular_DNA_virus-29_isolate_SaCV-29_NZ-BS4325-2012,_complete_genome_|NC_026274.1|
Sewage-associated_circular_DNA_virus-30_isolate_SaCV-30_NZ-BS4120-2012,_complete_genome_|NC_026275.1|
Sewage-associated_circular_DNA_virus-31_isolate_SaCV-31_NZ-BS4358-2012,_complete_genome_|NC_026276.1|
Sewage-associated_circular_DNA_virus-32_isolate_SaCV-32_NZ-BS4194-2012,_complete_genome_|NC_026277.1|
Sewage-associated_circular_DNA_virus-33_isolate_SaCV-33_NZ-BS4147-2012,_complete_genome_|NC_026278.1|
Sewage-associated_circular_DNA_virus-34_isolate_SaCV-34_NZ-BS4221-2012,_complete_genome_|NC_026279.1|
Sewage-associated_circular_DNA_virus-35_isolate_SaCV-35_NZ-BS4050-2012,_complete_genome_|NC_026280.1|
Maprik_virus_isolate_MK7532_segment_L,_complete_sequence_|NC_026281.1|Verrallina_funerea
Maprik_virus_isolate_MK7532_segment_S,_complete_sequence_|NC_026282.1|Verrallina_funerea
Maprik_virus_isolate_MK7532_segment_M,_complete_sequence_|NC_026283.1|Verrallina_funerea
Rabbit_kobuvirus_isolate_Berlin/Jan2011/0572,_complete_genome_|NC_026314.1|Rattus_norvegicus
Lesavirus_1_isolate_Mis101308/2012,_complete_genome_|NC_026315.1|Lemur_catta
Lesavirus_2_isolate_Nai108015/2012,_complete_genome_|NC_026316.1|Varecia_variegata
Howler_monkey_associated_porprismacovirus_1_isolate_SF1,_complete_genome_|NC_026317.1|Alouatta_caraya
Human_associated_porprismacovirus_2_isolate_SF2,_complete_genome_|NC_026318.1|Pan_troglodytes
Gorilla_associated_porprismacovirus_1_isolate_SF3,_complete_genome_|NC_026319.1|Gorilla_gorilla
Lemur_associated_porprismacovirus_1_isolate_SF5,_complete_genome_|NC_026320.1|Lemur_catta
Bovine_picornavirus_isolate_TCH6_polyprotein_gene,_complete_cds_|NC_026249.1|Bos_taurus
Thaumetopoea_pityocampa_iflavirus_1_polyprotein_gene,_complete_cds_|NC_026250.1|Thaumetopoea_pityocampa
Sesavirus_CSL10538_NS1_and_VP1_genes,_complete_cds_|NC_026251.1|Otariidae
Human_smacovirus_1_isolate_France/12/2008/3454,_complete_genome_|NC_026252.1|Homo_sapiens
Rubus_yellow_net_virus_strain_Baumforth's_Seedling_A,_complete_genome_|NC_026238.1|Rubus
Elderberry_latent_virus_isolate_ELV,_complete_genome_|NC_026239.1|Chenopodium_quinoa
Pelargonium_ringspot_virus_isolate_DSMZ-PV-0304,_complete_genome_|NC_026240.1|Pelargonium
Bromus-associated_circular_DNA_virus_1_isolate_BasCV-1_NZ-NZG01_Sef-2012,_complete_genome_|NC_026241.1|Bromus
Tipula_oleracea_nudivirus_isolate_35,_complete_genome_|NC_026242.1|Tipula_oleracea
Bromus-associated_circular_DNA_virus_2_isolate_BasCV-2_NZ-NZG03_Wel-2012,_complete_genome_|NC_026243.1|Bromus_hordeaceus
Giant_guitarfish_polyomavirus_1_isolate_UGA1,_complete_genome_|NC_026244.1|Rhynchobatus_djiddensis
Bromus-associated_circular_DNA_virus_4_isolate_BasCV-4_FR38-38-Cam,_complete_genome_|NC_026245.1|Bromus_hordeaceus
Gairo_virus_isolate_TZ-27421_S_segment_S,_complete_sequence_|NC_026246.1|Mastomys_natalensis
Gairo_virus_isolate_TZ-27421_L_segment_L,_complete_sequence_|NC_026247.1|Mastomys_natalensis
Sewage-associated_circular_DNA_molecule_isolate_SaCM-4_NZ_BS2920_2012,_complete_sequence_|NC_026187.1|
Phomopsis_vexans_RNA_virus_isolate_1,_complete_genome_|NC_026135.1|Diaporthe_vexans
Sewage-associated_gemycircularvirus-7a_isolate_BS3939,_complete_sequence_|NC_026163.1|
Sewage_derived_gemycircularvirus_1_isolate_BS3917,_complete_sequence_|NC_026164.1|
Sewage-associated_gemycircularvirus-9_isolate_BS3970,_complete_sequence_|NC_026165.1|
Sewage-associated_gemycircularvirus-2_isolate_BS3911,_complete_sequence_|NC_026167.1|
Sewage-associated_circular_DNA_molecule-1_isolate_NZ-BS4111-2012,_complete_sequence_|NC_026170.1|
Sewage-associated_gemycircularvirus-5_isolate_BS3963,_complete_sequence_|NC_026161.1|
Sewage-associated_gemycircularvirus-6_isolate_BS4014,_complete_sequence_|NC_026162.1|
Sewage_derived_gemycircularvirus_2_isolate_BS4117,_complete_sequence_|NC_026166.1|
Sewage-associated_gemycircularvirus-3_isolate_BS4149,_complete_sequence_|NC_026168.1|
Sewage-associated_gemycircularvirus-10a_isolate_BS3980,_complete_sequence_|NC_026169.1|
Alternaria_brassicicola_endornavirus_isolate_1,_complete_genome_|NC_026136.1|Alternaria_brassicicola
Magnaporthe_oryzae_RNA_virus,_complete_genome_|NC_026137.1|Pyricularia_oryzae
Seal_anellovirus_4_ORF1_gene,_complete_cds_|NC_026138.1|Phoca_vitulina
Botrytis_cinerea_RNA_virus_1_strain_BerBc-1,_complete_genome_|NC_026139.1|Botrytis_cinerea
Eimeria_tenella_RNA_virus_1_strain_JL610V_coat_protein_(EtRv1gp1)_and_RNA-dependent_RNA_polymerase_(RDRP)_genes,_complete_cds_|NC_026140.1|
Adelie_penguin_polyomavirus_isolate_AdPyV_Crozier_2012,_complete_genome_|NC_026141.2|Pygoscelis_adeliae
Sewage-associated_circular_DNA_molecule-2_isolate_NZ-BS3901b-2012,_complete_sequence_|NC_026142.1|
Sewage-associated_circular_DNA_molecule-3_isolate_NZ-BS2940-2012,_complete_sequence_|NC_026143.1|
Sewage-associated_gemycircularvirus-4_isolate_BS3913,_complete_sequence_|NC_026144.1|
Mulberry_badnavirus_1_complete_genome,_isolate_Lebanon34_|NC_026020.2|Morus
Shigella_phage_pSf-2,_complete_genome_|NC_026010.1|Shigella_flexneri
Betacoronavirus_HKU24_strain_HKU24-R05005I,_complete_genome_|NC_026011.1|Rattus_norvegicus
Tadarida_brasiliensis_polyomavirus_1,_complete_genome_|NC_026012.1|Tadarida_brasiliensis
Microviridae_IME-16,_complete_sequence_|NC_026013.1|
Enterobacteria_phage_P88,_complete_genome_|NC_026014.1|Escherichia_coli
Tadarida_brasiliensis_polyomavirus_2,_complete_genome_|NC_026015.1|Tadarida_brasiliensis
Staphylococcus_phage_phiBU01,_complete_genome_|NC_026016.1|Staphylococcus_aureus_HIP07256
Salmonella_phage_LSPA1,_complete_genome_|NC_026017.1|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A
Wenzhou_virus_isolate_Rn-242_segment_S,_complete_sequence_|NC_026018.1|Rattus_norvegicus
Wenzhou_virus_isolate_Rn-242_segment_L,_complete_sequence_|NC_026019.1|Rattus_norvegicus
Porcine_parvovirus_2_strain_BR/GO/ion_09_PPV-2/2011,_complete_genome_|NC_025965.1|Sus_scrofa_domesticus
Rodent_Torque_teno_virus_2_isolate_RN_2_Se15,_complete_genome_|NC_025966.1|Rattus_norvegicus
Persimmon_virus_B_genomic_RNA,_complete_genome,_variant_1_|NC_025967.1|Diospyros_virginiana
Cosavirus_JMY-2014_isolate_Cosa-CHN,_complete_genome_|NC_025961.1|Homo_sapiens
Psittacine_adenovirus_3_isolate_HKU/Parrot19,_complete_genome_|NC_025962.1|Amazona_farinosa
Parapoxvirus_red_deer/HL953_strain_HL953,_complete_genome_|NC_025963.1|Cervus_elaphus
Catharanthus_yellow_mosaic_virus_complete_genome,_isolate_DR-151_|NC_025964.1|Duranta_erecta
Dromedary_stool-associated_circular_ssDNA_virus_isolate_DcSCV_c954,_complete_genome_|NC_025959.1|Camelus_bactrianus
Agrotis_segetum_nucleopolyhedrovirus_B_isolate_English,_complete_genome_|NC_025960.1|Agrotis_segetum
Chaetoceros_tenuissimus_RNA_virus_type-II_DNA,_nearly_complete_genome,_isolate:_SS10-16V_|NC_025889.1|Chaetoceros_tenuissimus
Tortoise_picornavirus_strain_14-04,_complete_genome_|NC_025890.1|Testudo_hermanni
Slow_loris_parvovirus_1_strain_Buddha_08,_complete_genome_|NC_025891.1|Nycticebus_coucang
Cercopithecus_erythrotis_polyomavirus_1_isolate_4077,_complete_genome_|NC_025892.1|Cercopithecus_erythrotis
Chaetoceros_tenuissimus_DNA_virus_type-II_DNA,_complete_genome,_isolate:_SS10-8V_|NC_025893.1|Chaetoceros_tenuissimus
Yellow_baboon_polyomavirus_1_DNA,_complete_genome,_isolate:_BS20_|NC_025894.1|Papio_cynocephalus
Mastomys_natalensis_polyomavirus_1_DNA,_complete_genome,_isolate:_NR55_|NC_025895.1|Mastomys_natalensis
Chlorocebus_pygerythrus_polyomavirus_2_DNA,_complete_genome,_isolate:_VMK96_|NC_025896.1|Chlorocebus_pygerythrus
Yellow_baboon_polyomavirus_2_DNA,_complete_genome,_isolate:_BS94/BK94_|NC_025897.1|Papio_cynocephalus
Chlorocebus_pygerythrus_polyomavirus_3_DNA,_complete_genome,_isolate:_VMS95/VMS97_|NC_025898.1|Chlorocebus_pygerythrus
Dolphin_polyomavirus_1_isolate_DPyV-1/Trachea/2010,_partial_sequence_|NC_025899.1|Delphinus_delphis
Switchgrass_mosaic-associated_virus_1_isolate_Cloud_Nine_movement_protein,_capsid_protein,_replication-associated_protein_RepB,_and_replication-associated_protein_genes,_complete_cds_|NC_025834.1|Panicum_virgatum
Dinocampus_coccinellae_paralysis_virus_strain_Quebec2013,_complete_genome_|NC_025835.1|Dinocampus_coccinellae
Fisavirus_1_strain_HAL1,_complete_genome_|NC_025836.1|Cyprinus_carpio
Sauropus_yellowing_virus_isolate_THSP1-B_P0,_P1-P2_fusion_protein,_P1,_P3-P5_readthrough_protein,_P3,_and_P4_genes,_complete_cds_|NC_025837.1|Sauropus_androgynus
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_10,_complete_sequence_|NC_025838.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_11,_complete_sequence_|NC_025839.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_12,_complete_sequence_|NC_025840.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_13,_complete_sequence_|NC_025841.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_14,_complete_sequence_|NC_025842.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_15,_complete_sequence_|NC_025843.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_16,_complete_sequence_|NC_025844.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_1,_complete_sequence_|NC_025845.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_2,_complete_sequence_|NC_025846.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_3,_complete_sequence_|NC_025847.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_4,_complete_sequence_|NC_025848.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_5,_complete_sequence_|NC_025849.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_6,_complete_sequence_|NC_025850.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_7,_complete_sequence_|NC_025851.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_8,_complete_sequence_|NC_025852.1|
Dendrolimus_punctatus_cypovirus_22_isolate_Macheng_segment_9,_complete_sequence_|NC_025853.1|
Asparagus_virus_1_isolate_DSMZ_PV-0954,_complete_genome_|NC_025821.1|
Vibrio_phage_phi-A318,_complete_genome_|NC_025822.1|Vibrio_alginolyticus
Bacteriophage_f1,_complete_genome_|NC_025823.1|Enterobacteriaceae
Escherichia_phage_fd_strain_478,_complete_genome_|NC_025824.1|Escherichia
Raccoon_dog_amdovirus_isolate_HS-R_NS1,_NS2,_NS3,_VP1,_and_VP2_genes,_complete_cds_|NC_025825.1|Nyctereutes_procyonoides
Shigella_phage_pSs-1,_complete_genome_|NC_025829.1|Shigella_sonnei
Escherichia_phage_Av-05,_complete_genome_|NC_025830.1|Escherichia_coli_O157:H7
Leopards_Hill_virus_cRNA,_segment:_L,_complete_sequence,_strain:_11SB17_|NC_025831.1|Macronycteris_gigas
Leopards_Hill_virus_cRNA,_segment:_M,_complete_sequence,_strain:_11SB17_|NC_025832.1|Macronycteris_gigas
Leopards_Hill_virus_cRNA,_segment:_S,_complete_sequence,_strain:_11SB17_|NC_025833.1|Macronycteris_gigas
Bovine_polyomavirus_2_strain_BPyV2-SF,_complete_genome_|NC_025811.1|
Bovine_polyomavirus-3_isolate_3S5,_complete_genome_|NC_025800.1|
Cangyuan_orthoreovirus_strain_Cangyuan_segment_L1,_complete_sequence_|NC_025801.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_L2,_complete_sequence_|NC_025802.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_L3,_complete_sequence_|NC_025803.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_M1,_complete_sequence_|NC_025804.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_M3,_complete_sequence_|NC_025805.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_S1,_complete_sequence_|NC_025806.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_S3,_complete_sequence_|NC_025807.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_M2,_complete_sequence_|NC_025808.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_S2,_complete_sequence_|NC_025809.1|Rousettus_leschenaultii
Cangyuan_orthoreovirus_strain_Cangyuan_segment_S4,_complete_sequence_|NC_025810.1|Rousettus_leschenaultii
Laodelphax_striatellus_picorna-like_virus_2_isolate_LsPV2,_complete_genome_|NC_025788.1|Laodelphax_striatellus
Garlic_virus_B_isolate_Mesi_13,_complete_genome_|NC_025789.1|Allium_sativum
Black_sea_bass_polyomavirus_1_isolate_2835,_complete_genome_|NC_025790.1|Centropristis_striata
Bat_circovirus_POA/2012/II,_complete_genome_|NC_025791.1|Chiroptera
Bat_circovirus_POA/2012/VI,_complete_genome_|NC_025792.1|Chiroptera
Wellfleet_Bay_virus_isolate_10-280-G_segment_4_nucleoprotein_(NP)_gene,_complete_cds_|NC_025793.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_7_viral_protein_7_(VP7)_gene,_complete_cds_|NC_025794.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_1_polymerase_basic_2_protein_(PB2)_gene,_complete_cds_|NC_025795.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_2_polymerase_basic_1_protein_(PB1)_gene,_complete_cds_|NC_025796.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_3_polymerase_acidic_protein_(PA)_gene,_complete_cds_|NC_025797.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_5_hemagglutinin_protein_(HA)_gene,_complete_cds_|NC_025798.1|Somateria_mollissima
Wellfleet_Bay_virus_isolate_10-280-G_segment_6_matrix_protein_(M)_gene,_complete_cds_|NC_025799.1|Somateria_mollissima
Jatropha_leaf_crumple_virus_isolate_SKJ1,_complete_genome_|NC_025725.1|Jatropha_curcas
Torque_teno_mini_virus_ALA22,_complete_genome_|NC_025726.1|Homo_sapiens
Torque_teno_mini_virus_ALH8,_complete_genome_|NC_025727.1|Homo_sapiens
Faecal-associated_gemycircularvirus_12,_complete_genome_|NC_025728.1|Struthio_camelus
Faecal-associated_gemycircularvirus_11,_complete_genome_|NC_025729.1|Oryctolagus_cuniculus
Faecal-associated_gemycircularvirus_10,_complete_genome_|NC_025730.1|Sturnus_vulgaris
Faecal-associated_gemycircularvirus_9,_complete_genome_|NC_025731.1|Turdus_merula
Faecal-associated_gemycircularvirus_8,_complete_genome_|NC_025732.1|Petroica_traversi
Mallard_associated_gemycircularvirus_1,_complete_genome_|NC_025733.1|Anas_platyrhynchos
Gerygone_associated_gemycircularvirus_1_isolate_P24a,_complete_genome_|NC_025734.1|Gerygone_albofrontata
Gerygone_associated_gemycircularvirus_2_isolate_P24b,_complete_genome_|NC_025735.1|Gerygone_albofrontata
Fur_seal_associated_gemycircularvirus_1_isolate_as50,_complete_genome_|NC_025736.1|Arctocephalus_forsteri
Gerygone_associated_gemycircularvirus_3_isolate_P24c,_complete_genome_|NC_025737.1|Gerygone_albofrontata
Faecal-associated_gemycircularvirus_2,_complete_genome_|NC_025738.1|Sus_scrofa
Blackbird_associated_gemycircularvirus_1_isolate_as41,_complete_genome_|NC_025741.1|Ovis_aries
Baboon_endogenous_virus_strain_M7_proviral_DNA,_complete_genome_|NC_022517.1|
Enterobacteria_phage_phi92,_complete_genome_|NC_023693.1|Escherichia_coli
Staphylococcus_phage_MCE-2014,_complete_genome_|NC_025416.1|Staphylococcus_aureus
Staphylococcus_phage_Team1,_complete_genome_|NC_025417.1|Staphylococcus_xylosus
Klebsiella_phage_NTUH-K2044-K1-1_DNA,_complete_genome_|NC_025418.1|Klebsiella
Caulobacter_phage_Cr30,_complete_genome_|NC_025422.1|Caulobacter_vibrioides_CB15
Bacillus_phage_CP-51,_complete_genome_|NC_025423.1|Bacillus_cereus
Chicken_orivirus_1_strain_chicken/Pf-CHK1/2013/HUN,_complete_genome_|NC_025432.1|Gallus_gallus
Shigella_phage_POCJ13,_complete_genome_|NC_025434.1|Shigella_flexneri_2a
Strawberry_polerovirus_1_isolate_AB5301,_complete_genome_|NC_025435.1|Fragaria_x_ananassa
Shigella_phage_Shf125875,_complete_genome_|NC_025437.1|Shigella_flexneri
Listeria_phage_WIL-1,_complete_genome_|NC_025440.1|Listeria_monocytogenes
Escherichia_phage_ECML-117,_complete_genome_|NC_025441.1|Escherichia_coli_O157:H7
Enterobacteria_phage_J8-65,_complete_genome_|NC_025445.1|Escherichia_coli
Escherichia_phage_ECML-4,_complete_genome_|NC_025446.1|Escherichia_coli_O157:H7
Enterococcus_phage_EFC-1,_complete_genome_|NC_025453.1|Enterococcus_faecalis
Ralstonia_phage_RS603_DNA,_complete_genome_|NC_025454.1|Ralstonia_solanacearum
Staphylococcus_phage_phiSa119,_complete_genome_|NC_025460.1|Staphylococcus_aureus
Circoviridae_1_LDMD-2013,_complete_genome_|NC_025705.1|
Circoviridae_2_LDMD-2013,_complete_genome_|NC_025706.1|
Bacillariodnavirus_LDMD-2013,_complete_genome_|NC_025707.1|
Circoviridae_3_LDMD-2013,_complete_genome_|NC_025708.1|
Circoviridae_4_LDMD-2013,_complete_genome_|NC_025709.1|
Circoviridae_5_LDMD-2013,_complete_genome_|NC_025710.1|
Circoviridae_6_LDMD-2013,_complete_genome_|NC_025711.1|
Circoviridae_7_LDMD-2013,_complete_genome_|NC_025712.1|
Circoviridae_8_LDMD-2013,_complete_genome_|NC_025713.1|
Circoviridae_9_LDMD-2013,_complete_genome_|NC_025714.1|
Circoviridae_10_LDMD-2013,_complete_genome_|NC_025715.1|
Circoviridae_11_LDMD-2013,_complete_genome_|NC_025716.1|
Circoviridae_13_LDMD-2013,_complete_genome_|NC_025717.1|
Circoviridae_14_LDMD-2013,_complete_genome_|NC_025718.1|
Circoviridae_15_LDMD-2013,_complete_genome_|NC_025719.1|
Circoviridae_16_LDMD-2013,_complete_genome_|NC_025720.1|
Circoviridae_18_LDMD-2013,_complete_genome_|NC_025722.1|
Circoviridae_19_LDMD-2013,_complete_genome_|NC_025723.1|
Circoviridae_21_LDMD-2013,_complete_genome_|NC_025724.1|
Po-Circo-like_virus_21,_complete_genome_|NC_025682.1|Sus_scrofa
Po-Circo-like_virus_41,_complete_genome_|NC_025683.1|Sus_scrofa
Po-Circo-like_virus_51,_complete_genome_|NC_025684.1|Sus_scrofa
Sweet_potato_leaf_curl_Sao_Paulo_virus_isolate_SPLCSPV-[BR:AlvM:09],_complete_genome_|NC_025681.1|Ipomoea_batatas
Norway_rat_hepacivirus_1,_complete_sequence_|NC_025672.1|Rattus_norvegicus
Norway_rat_hepacivirus_2,_complete_sequence_|NC_025673.1|Rattus_norvegicus
Macrophomina_phaseolina_tobamo-like_virus_strain_IL-01_2013,_complete_genome_|NC_025674.1|
Norway_rat_hunnivirus_isolate_NrHuV/NYC-E21_polyprotein_gene,_complete_cds_|NC_025675.1|Rattus_norvegicus
San_Miguel_sea_lion_virus_8,_complete_genome_|NC_025676.1|
Norway_rat_pestivirus_isolate_NrPV/NYC-D23_polyprotein_gene,_complete_cds_|NC_025677.1|Rattus_norvegicus
Simian_adenovirus_DM-2014_isolate_23336,_complete_genome_|NC_025678.1|Macaca_mulatta
Norway_rat_pegivirus_isolate_NrPgV/NYC-E13_polyprotein_gene,_complete_cds_|NC_025679.1|Rattus_norvegicus
Tomato_yellow_leaf_curl_Axarquia_virus_isolate_Homra,_complete_genome_|NC_025680.1|Solanum_lycopersicum
Coccinia_mosaic_Tamil_Nadu_virus_isolate_TN_TDV_Coc_1_segment_DNA_B,_complete_sequence_|NC_024809.1|Coccinia_grandis
Hibiscus_latent_Fort_Pierce_virus_genomic_RNA,_complete_genome,_isolate:_J_|NC_025381.1|Hibiscus
Carrot_betaflexivirus_2_isolate_CBV-2_S15_ORF1,_ORF2,_and_ORF3_genes,_complete_cds_|NC_025468.1|Daucus_carota
Carrot_betaflexivirus_1_isolate_CBV-1_S20_ORF1,_ORF2,_and_ORF3_genes,_complete_cds_|NC_025469.1|Daucus_carota
Crohivirus_A_gene_for_polyprotein,_complete_cds,_strain:_ZM54_|NC_025474.1|Crocidura_hirta
Chickpea_yellow_dwarf_virus_isolate_CpYDV-PK_PK103_2012,_complete_genome_|NC_025475.1|Cicer_arietinum
Lilac_leaf_chlorosis_virus_replicase_gene_for_methyltransferase/helicase,_segment_RNA_1,_genomic_RNA_|NC_025477.1|Syringa_vulgaris
Lilac_leaf_chlorosis_virus_segment_RNA-2,_host_Syringa_vulgaris,_genomic_RNA_|NC_025478.1|Syringa_vulgaris
Carrot_torradovirus_1,_RNA1,_complete_sequence_|NC_025479.2|Daucus_carota
Carrot_torradovirus_1,_RNA2,_complete_sequence_|NC_025480.2|Daucus_carota
Lilac_leaf_chlorosis_virus_segment_RNA-3,_host_Syringa_vulgaris,_genomic_RNA_|NC_025481.1|Syringa_vulgaris
Cassava_Ivorian_bacilliform_virus_strain_SCRI-CV1_putative_replicase_mRNA,_complete_cds_|NC_025482.1|Manihot_esculenta
Cassava_Ivorian_bacilliform_virus_strain_SCRI-CV1_putative_polymerase_mRNA,_complete_cds_|NC_025483.1|Manihot_esculenta
Cassava_Ivorian_bacilliform_virus_strain_SCRI-CV1_putative_movement_protein_and_putative_coat_protein_mRNAs,_complete_cds_|NC_025484.1|Manihot_esculenta
Shewanella_sp._phage_1/40,_complete_genome_|NC_025470.1|Shewanella_sp.
Idiomarinaceae_phage_Phi1M2-2,_complete_genome_|NC_025471.1|Idiomarinaceae_bacterium_M2-2
Cyclovirus_ZM36a_DNA,_complete_genome_|NC_025476.1|Crocidura_hirta
Fako_virus_strain_CSW77_segment_5_turret_protein_gene,_complete_cds_|NC_025485.1|Culicidae
Fako_virus_strain_CSW77_segment_2_RNA-dependent_RNA_polymerase_gene,_complete_cds_|NC_025486.1|Culicidae
Fako_virus_strain_CSW77_segment_1_nonstructural_protein_gene,_complete_cds_|NC_025487.1|Culicidae
Fako_virus_strain_CSW77_segment_4_nonstructural_protein_gene,_complete_cds_|NC_025488.1|Culicidae
Fako_virus_strain_CSW77_segment_8_nonstructural_protein_gene,_complete_cds_|NC_025489.1|Culicidae
Fako_virus_strain_CSW77_segment_9_nonstructural_protein_gene,_complete_cds_|NC_025490.1|Culicidae
Fako_virus_strain_CSW77_segment_7_clamp_protein_gene,_complete_cds_|NC_025491.1|Culicidae
Fako_virus_strain_CSW77_segment_6_structural_protein_gene,_complete_cds_|NC_025492.1|Culicidae
Fako_virus_strain_CSW77_segment_3_major_capsid_protein_gene,_complete_cds_|NC_025493.1|Culicidae
Cimodo_virus_strain_C74-CI-2004_segment_7,_complete_sequence_|NC_024910.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_8,_complete_sequence_|NC_024911.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_9,_complete_sequence_|NC_024912.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_10,_complete_sequence_|NC_024913.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_11,_complete_sequence_|NC_024914.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_12,_complete_sequence_|NC_024915.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_2,_complete_sequence_|NC_024916.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_3,_complete_sequence_|NC_024917.1|Culex_nebulosus
Cimodo_virus_strain_C74-CI-2004_segment_4,_complete_sequence_|NC_024918.1|Culex_nebulosus
Citrobacter_phage_Miller,_complete_genome_|NC_025414.1|Citrobacter
Lactobacillus_phage_Ld25A,_complete_genome_|NC_025415.1|Lactobacillus_delbrueckii
Enterobacteria_phage_RB3,_complete_genome_|NC_025419.1|Escherichia_coli_B
Lactobacillus_phage_Ld17,_complete_genome_|NC_025420.1|Lactobacillus_delbrueckii
Lactobacillus_phage_Ld3,_complete_genome_|NC_025421.1|Lactobacillus_delbrueckii
Bacillus_phage_Waukesha92,_complete_genome_|NC_025424.1|Bacillus_thuringiensis_serovar_kurstaki
Enterobacteria_phage_GEC-3S_complete_genome_|NC_025425.1|Escherichia_coli_O104:H4
Staphylococcus_phage_P108,_complete_genome_|NC_025426.1|Staphylococcus_aureus
Rhizobium_phage_vB_RleM_PPF1,_complete_genome_|NC_025427.1|Rhizobium_leguminosarum
Ruegeria_phage_DSS3-P1,_complete_genome_|NC_025428.1|Ruegeria_pomeroyi_DSS-3
Rhizobium_phage_vB_RleM_P10VF,_complete_genome_|NC_025429.1|Rhizobium_leguminosarum
Escherichia_phage_vB_EcoM-ep3,_complete_genome_|NC_025430.1|Escherichia_coli
Mesorhizobium_phagevB_MloP_Lo5R7ANS,_complete_genome_|NC_025431.1|Mesorhizobium_loti
Mycobacteriophage_Taj,_complete_genome_|NC_025433.1|Mycolicibacterium_smegmatis_MC2_155
Shewanella_sp._phage_1/4,_complete_genome_|NC_025436.1|Shewanella_sp.
Mycobacterium_phage_Soto,_complete_genome_|NC_025438.1|Mycolicibacterium_smegmatis_MC2_155
Idiomarinaceae_phage_1N2-2,_complete_genome_|NC_025439.1|Idiomarinaceae_bacterium_N2-2
Salmonella_phage_Chi,_complete_genome_|NC_025442.1|Salmonella_enterica
Salmonella_phage_9NA,_complete_genome_|NC_025443.1|Salmonella_enterica
Mycobacterium_phage_RedRock,_complete_genome_|NC_025444.1|Mycobacterium
Escherichia_phage_121Q,_complete_genome_|NC_025447.1|Escherichia_coli
Enterobacteria_phage_RB27,_complete_genome_|NC_025448.1|Escherichia_coli_B
Escherichia_phage_ECML-134,_complete_genome_|NC_025449.1|Escherichia_coli_O157:H7
Lelliottia_phage_phD2B,_complete_genome_|NC_025450.1|Lelliottia_sp._GL2
